Mabini;-52.4
Cañasgordas;-49.5
Moyale;-20.5
Bobrynets;-44.7
Paragaticherla;44.1
Witbank;50.0
Golden Gate;-51.1
Taichung;-15.7
Chāgallu;-36.2
Bou Merdès;93.3
Chandankiāri;-98.2
Santa María Chilchotla;-11.2
Montevista;84.8
Edgemere;-88.4
Rinconada de Malloa;-63.1
Dip;33.1
Vladivostok;-66.7
Batken;38.1
Chieri;-21.8
Iscuandé;-59.4
Marl;42.9
Bazhajiemicun;-57.1
Ankireddikuntapālem;-23.9
Parkville;-87.7
Anamorós;-53.2
Masrakh;66.1
Cimişlia;-83.2
Springville;28.0
Oplotnica;94.3
Tarakan;16.8
Kota;-83.9
Hyesan;57.5
Shika;59.8
San José La Arada;61.1
Dois Irmãos;80.9
San Angelo;-23.8
Graneros;92.2
Clermont-Ferrand;-59.7
Ventnor City;10.0
Progress;51.0
Prattipādu;-76.7
Mühlhausen;54.5
Ozëry;16.7
Tsararafa;75.5
Bassian;-4.6
Yarīm;-35.0
Kishi;-59.6
Kuqa;24.2
Bāfq;37.3
Skippack;87.5
Ōmihachiman;6.2
Ilidža;-65.7
Néa Mákri;10.7
Messadine;-52.1
Oulad Bou Rahmoun;-14.3
Mucambo;89.4
Hlukhiv;-29.0
Sidi Bel Abbès;-9.8
Chauki Hasan Chauki Makhdum;20.4
Svatove;77.1
Chépica;-32.0
Nāzira;49.2
Simbahan;-36.6
Minden;-31.9
Kropyvnytskyi;34.9
Atlanta;-67.7
Kulebaki;-76.8
Sheerness;40.2
Zerong;-92.6
Colotenango;73.2
Makhmūr;-17.9
Actopan;-42.2
Baham;-23.5
Pūmalakkundu;57.3
Starnberg;-87.4
Īdupugallu;-40.0
Ōuda-yamaguchi;19.4
Pua;56.4
Świebodzice;-49.4
Hlukhiv;62.3
Vysoké Mýto;39.1
Gūlyam;10.1
Beloyarskiy;-89.4
Tekman;-76.7
Khutāha;-60.6
Tarabha;28.8
Sortino;39.0
Tindouf;99.0
Dobrich;-89.6
Ala;-86.2
Dedham;-10.5
Tingo María;94.7
Khetia;9.9
Xochiatipan de Castillo;99.9
Gorey;-11.3
Mbala;-57.3
Mataguá;63.4
Song Phi Nong;78.4
Pôrto Grande;22.2
Orchies;-27.9
Bihtā;-42.0
Capilla del Monte;48.2
Kungälv;-70.8
Karuvelampatti;-37.0
Knowle;-84.5
Bañolas;7.3
Miajadas;-85.6
Huanglongsi;-87.3
Catemaco;46.5
La Uruca;63.9
Codroipo;-34.7
Zalishchyky;6.6
Ébolowa;30.7
Kumārapālaiyam;-33.0
Semmarikulan;66.3
Soltsy;-17.5
Murphy;-73.1
Tamba-Sasayama;96.2
Tokār;16.0
Tiruvāsaladi;-96.1
Huehuetenango;98.9
Limoges;97.8
Greater Napanee;65.5
Jalgaon;69.2
Le Bouscat;37.3
Dover;66.7
Povorino;77.4
Hilsea;21.4
Santa Perpetua de Moguda;-15.9
Bucaramanga;-24.2
Itako;37.2
Parobé;-80.2
Malgobek;21.5
Hrastnik;-98.9
Chikkārampālaiyam;2.3
Luziânia;75.0
Chili;41.5
Fukushima;-6.1
Cajueiro;-90.4
Bátonyterenye;-43.0
Sønderborg;20.5
Mopti;-41.8
Otrokovice;3.5
Seropédica;-86.6
Dalkeith;-96.1
Forfar;-15.0
Bālumāth;69.2
Rommerskirchen;-56.7
Suzhou;-24.9
Munch’ŏn;-69.1
Jbabra;88.0
Buli;18.3
Kāmalāpuram;-48.7
Nanfang;-86.2
Thogapalle;72.6
Melun;33.7
Tongchuanshi;14.8
Dores de Campos;47.6
Zhangmu Touwei;54.9
Berettyóújfalu;-75.9
Paete;-76.9
Kaldsletta;-4.0
Hargeysa;15.5
Makarov;27.0
Toyonaka;71.5
Nirmal;-62.2
Lititz;13.8
Martapura;-12.4
Adana;-10.0
Syasstroy;-81.9
Dongzhuosu;-73.8
Marrakech;86.9
Lafayette;-57.7
Ōbu;14.5
Märsta;-82.4
Wigan;-64.8
Upleta;-95.3
Passa Quatro;-19.1
Ilıca;-38.3
Kamień Pomorski;32.1
Huaiyang;-91.2
Sidi el Mokhfi;60.1
Dayr Ḩāfir;-29.4
Uricani;45.1
Sulat;-32.2
Nova Kakhovka;57.5
Ambatosoratra;98.6
Toyono;30.3
Harūr;57.5
La Colonia Tovar;28.5
Zalishchyky;-15.9
Somoniyon;-6.9
Kummarapurugupālem;-19.0
Bois-Guillaume;57.5
Peoria;11.1
Castel Maggiore;-85.3
Osterholz-Scharmbeck;-21.9
Brejolândia;-83.5
Nimule;-92.6
Khilchipur;-22.3
Southport;-61.2
Areado;21.0
La Roda;-72.7
Val-d’Or;48.2
Luperón;98.8
Sabanitas;63.1
Arraias;49.4
San Andrés de Llevaneras;-13.8
Santa Pola;52.6
Rustington;-11.5
Taguaí;-80.3
Harvard;-75.7
Basco;1.4
Upper Grand Lagoon;-26.5
Gislaved;-34.1
Talas;23.2
Ashtarak;-37.4
Iretama;-30.8
Nautanwa;76.1
Los Amates;-26.2
Renkum;80.1
Zirāpur;-68.8
Santa Lucia La Reforma;62.8
Nallajerla;-27.4
Jeypore;-66.9
Kastav;34.5
Artémida;-27.3
Etah;38.4
Brunswick;24.5
Ellore;-70.7
Netāpur Tānda;58.8
Bhopatpur;-27.2
Boisbriand;-72.1
Montville;21.9
Salzano;3.0
Tagbina;-47.8
Ross on Wye;82.8
Miharu;95.0
Bhatranha;34.1
Uttarpāra;-20.8
Solofra;72.2
Boonton;-87.1
Carigara;66.4
Nāgasamudram;33.5
Agourai;-10.8
Khenchela;88.3
Pignon;18.9
Magdiwang;5.7
Licheng;-15.5
Artur Nogueira;63.0
San Fausto de Campcentellas;-64.0
Bloomington;59.6
Miguelópolis;55.9
Reota;-52.4
Montanha;-90.0
Huntley;36.7
Chongzuo;85.5
Kopervik;-39.0
Mengdong;66.0
Shamaldy-Say;-89.4
Itapevi;1.4
Kurihara;-48.0
Ciudad Guzmán;-77.3
Nizza Monferrato;18.8
Marchena;57.0
Nadur;-41.0
Honeygo;-13.0
Balilihan;-56.6
Lae;35.9
Candijay;-77.7
Tupanciretã;-72.6
Xarardheere;95.0
Dobrada;-56.0
Marple;85.1
Kotri;74.8
Fāmenīn;-12.9
Fresno;-33.3
Lakeland;-43.9
Pöytyä;-33.6
Rendsburg;55.9
Itaiópolis;-3.7
Villeneuve-Tolosane;-71.0
Casillas;62.7
Coralville;-55.0
Camoapa;-24.7
Yamato;97.7
Hutchinson;41.9
Föritz;33.6
Marrero;-56.2
Lewisboro;-21.4
Quillabamba;-21.9
Pietrasanta;47.0
Los Amates;-6.3
Country Club Hills;39.8
Mandaguaçu;-84.9
San Germán;83.8
Tārānagar;36.1
Arroyito;-37.3
Itri;-2.5
Ina;33.5
Nainijor;57.0
Vannes;3.9
Dhilwan;15.9
Mahikeng;-24.5
Soltsy;-13.5
Caturama;-1.9
West Carrollton;-65.4
Paragaticherla;-86.4
Toulon;-77.2
Namchi;-36.9
Náchod;51.9
Ban Nikhom Phatthana;90.7
Puttalam;53.0
St. Matthews;-7.2
Cheremkhovo;-81.9
Natshal;-40.5
Georgsmarienhütte;-36.7
Peristéri;-25.7
Mweka;70.0
Józefów;42.1
Inhambane;2.8
Hallein;-30.7
Monte Cristi;-42.5
Hasami;-49.0
Ríohacha;-75.4
Unterhaching;41.3
La Ferté-sous-Jouarre;-60.8
Bālasamudram;-82.9
Xanxerê;-37.8
Krzeszowice;57.4
Werne an der Lippe;-75.9
Vellavādanparappu;-24.6
São Félix da Marinha;-8.9
Pico Rivera;-13.9
Wenden;0.8
Patnos;78.8
Montmeló;46.2
Kharahara;58.4
Ban Ueam;50.9
Kanada;-6.6
Barnāon;11.8
Clamart;58.9
Amantea;-66.4
Vāyalpād;59.0
Sora;93.7
Patālia;28.7
Vargem;23.5
Moissy-Cramayel;-50.9
Sarpavaram;39.3
Barrie;-22.8
Isaka-Ivondro;-33.3
Sotteville-lès-Rouen;6.5
Zeven;-89.8
Koheda;-20.2
Thyolo;-45.4
Mazıdağı;57.3
Saidābād;-65.8
Santa Luzia;-65.1
Nijverdal;-61.1
Clay;21.4
Kirlampūdi;37.3
Tezpur;92.8
Oneida;29.2
Batabanó;-30.1
Ishim;-41.0
Umarkhed;28.7
Bucine;-48.8
Vélizy-Villacoublay;58.6
Pasay City;7.6
Matam;-63.0
Kondalāmpatti;-24.8
Otuzco;13.4
Krupanj;-30.2
Nautanwa;44.0
Jirwa;5.3
Woensdrecht;-63.8
Des Moines;8.7
Plains;79.6
Yamanobe;71.8
Florence-Graham;62.6
Shalushka;46.2
Unterhaching;-35.2
Chauki Hasan Chauki Makhdum;-67.0
Poá;25.8
Zhoucun;67.3
Kyankwanzi;79.7
Yolöten;-10.6
Zākhū;74.3
Lokossa;26.0
Middlesbrough;24.7
Dippoldiswalde;49.0
Orikhiv;37.1
Boizenburg;88.4
Monticello Conte Otto;35.1
Vista Hermosa de Negrete;84.6
Pozi;30.1
Little Egg Harbor;-46.6
Yegoryevsk;-16.3
Timon;-35.8
Ciudad Madero;44.7
Nāgāwaram;43.4
Yingzhong;-51.1
Vanzago;-0.3
São Félix da Marinha;-91.6
Desaguadero;-8.2
Trebišov;24.9
Kakata;-86.1
Perūru;-81.7
Ichinoseki;59.5
Paramati;-40.9
Makarov;-23.8
Pushchino;55.7
Sierra Colorada;70.0
Daheba;-0.0
Mahanoro;-35.0
Reẖovot;-19.3
Pedavīdu;63.8
Bhikkiwind Uttār;-23.3
Castelnuovo Rangone;57.7
Vallauris;-63.4
Laoang;22.8
Yanji;-17.1
Haines City;69.6
Lwakhakha;-11.5
Wentzville;21.4
Goaso;48.2
Gravatá;-30.9
Junín de los Andes;-28.9
Palikir;-96.3
Ampasinambo;-55.5
Xagħra;-11.0
Nandigāma;-18.9
Coronel Oviedo;80.3
Ayuquitan;52.9
Ankaraobato;55.8
Hovd;-14.5
Puyallup;58.9
Lanivo;91.2
Summit View;-47.9
General Conesa;-71.6
Hospet;-32.5
La Orotava;-44.7
Mossel Bay;81.0
Pritzwalk;0.1
N’Gaous;5.0
Naxxar;-90.1
Jiangguanchi;-57.9
Buritama;26.4
Oulad Hamdane;-33.0
Kumarkhāli;20.1
Mabéhiri;98.2
Naberezhnyye Chelny;20.1
Zangang;3.7
Rajauli;-54.1
Hozin;-10.1
Huanghuajie;85.2
Nordstemmen;6.4
Zhujiezhen;4.4
Bissau;-81.5
Cheriāl;-47.2
Mount Vista;72.6
Castel Goffredo;78.8
Maidstone;94.2
Sa‘ādat Shahr;-76.8
Chāwalhāti;5.0
Amatlán de los Reyes;39.6
Natick;2.2
Cencheng;87.7
Santiago do Cacém;83.0
Dagami;62.8
Imsida;31.3
Haines City;12.5
East Brandywine;-66.6
Empalme;-18.7
Bockhorn;-77.0
Nansio;62.2
Älta;-7.2
Cottonwood Heights;-26.7
Ghinda’e;98.4
San José La Arada;75.4
Nijlen;43.9
Racconigi;74.5
Lorica;-82.1
Aloran;98.3
Saint Helier;78.2
Ponto Novo;-13.8
Koforidua;-42.1
Naugatuck;26.3
McCordsville;53.6
Byatarayanpur;-54.2
Oldbury;45.7
Krugersdorp;81.1
Prague;83.2
La Ferté-sous-Jouarre;-51.5
Anosipatrana;85.8
Boussu;-72.1
Diksmuide;15.9
Leuwiliang;-88.3
Juayúa;-26.0
Rikuzen-Takata;-96.6
Braine-l’Alleud;76.2
Narangba;19.9
Lockhart;-66.0
Chiva;69.7
Arealva;92.8
Białogard;44.3
Kavār;12.4
Cuemba;22.1
Chinnakkavundanūr;-85.2
Hambantota;32.8
Neryungri;35.9
Dumalag;-91.4
Mossel Bay;-80.6
Iğdır;95.0
Majanji;-13.5
Kosai;70.5
Laja;25.6
Kadganchi;64.0
Barranqueras;53.2
Kenzingen;-40.7
Bolnisi;29.9
Peoria;96.7
Čapljina;-39.0
Abuyog;15.1
Egersund;38.4
Kumarkhāli;-59.3
Dhilwan;75.8
São Gabriel da Cachoeira;-49.9
Amboanjo;51.0
Hennigsdorf;-5.3
Shorewood;90.2
Bararam;-17.9
El Marsa;-81.2
Timmins;-40.5
Sinpo;19.8
Zibo;-66.4
Antananarivo;91.2
Tadangam;15.7
Ankavandra;-45.2
Cutrofiano;72.2
Ashtarak;17.7
Sidi Ettiji;-87.4
Modica;-34.1
Zemamra;-47.4
Sainte-Agathe-des-Monts;74.3
Fulwood;72.8
Ampasimatera;47.9
Gohadi;91.0
Adelaide River;-83.7
Madūru;23.5
Holalagondi;-34.1
Sbiba;46.5
Mancha Real;16.9
Cambé;60.1
Topola;-8.4
Brand-Erbisdorf;22.5
Keota;-41.5
Dombarovskiy;36.1
Mansa Konko;-20.2
Tindouf;-44.8
Mouscron;-61.9
Mosina;-14.4
Campo Mourão;20.9
Kodungallūr;-52.9
Espera Feliz;-31.0
Xinyaoshang;-79.7
Toki;90.5
Wörth am Rhein;-68.9
Albert;84.2
Phalaborwa;-67.0
Sinpo;-26.0
Ghorādal;-36.4
Talsi;83.8
Changling;-26.1
Rancheria Payau;-70.6
Barroquinha;-15.4
Zaysan;-17.9
Newstead;-55.9
Boumia;-31.4
Katsina;1.7
Niiza;14.2
Imaculada;56.1
Mendez-Nuñez;2.6
Gāndlapenta;67.7
Acalá del Río;67.7
Candelaria Loxicha;38.3
Cafarnaum;-89.3
Wadgassen;72.7
Chonchi;59.5
Nakrekal;90.0
Onet Village;-94.2
Koumpentoum;-9.9
Kingsville;-1.2
Bad Mergentheim;-75.1
Rājbalhāi;-72.7
Failsworth;99.9
Comallo;2.7
Kocaali;75.3
Fife;-49.0
Bátonyterenye;61.9
Araban;-94.8
Skippack;84.7
Kisarazu;4.9
Al Aḩmadī;72.4
Novaya Balakhna;23.3
Carlópolis;39.4
Achocalla;20.6
Krupanj;21.2
Elattūr;-72.9
Mokameh;-20.9
Pastores;8.3
Guihulñgan;-49.6
Mossoró;-63.6
Rāvar;38.8
Vernon;46.7
Itapeva;-74.4
Brook Park;91.6
Nova Bassano;-34.8
Bhadrāvati;48.2
Hohoe;-92.0
Kānkon;93.0
Westampton;-74.4
Bethesda;-23.9
Castelnuovo Rangone;-26.0
Boisbriand;57.6
Zākhū;-46.2
Strzelce Krajeńskie;-35.6
Seekonk;-95.6
Argyroúpoli;69.9
Kozlu;78.0
Sangão;-35.8
Huaniu;89.3
Phatthaya;-8.2
Naqadeh;-69.8
Stepney;37.8
San Fernando;15.3
Annan;79.2
Chipata;-43.3
Dunstable;-3.0
Hazleton;83.1
Los Barrios;-78.5
Shulan;34.6
Horten;67.3
Blagoveshchensk;49.8
Strezhevoy;-31.9
Neuilly-sur-Seine;22.6
Hlukhiv;16.1
Canyon;73.6
Adrar;-6.4
Littau;-7.1
Xiaping;-97.1
Kerāi;-61.0
Lunbei;-78.5
Timargara;-29.2
Chichiriviche;6.4
Laixi;-73.9
Iheddadene;-71.7
Topki;-87.8
Mjölby;75.9
Melchor Romero;27.2
Monte Carmelo;41.7
Frankenthal;-16.2
Nobsa;-46.1
Lerik;84.2
Kanur;40.7
Söğüt;-47.6
Dubbo;72.8
Sarqan;-9.1
Annavāsal;68.1
Aïn Mediouna;14.1
Andrews;63.1
Pontiac;72.1
Stanford;-62.5
Digor;33.3
Kukës;46.6
Dar Naim;-41.2
Maravilla Tenejapa;-67.1
Kod;80.2
Maracanaú;-52.0
El Trébol;-41.7
Tigbauan;-18.7
Nadvirna;-6.2
Willowbrook;43.2
Bugiri;5.5
Umreth;56.8
Aomar;9.1
Mēla Gūdalūr;62.2
Jérémie;54.8
Louvres;22.9
Kalingiyam;-47.1
Rockledge;-37.9
Bajo Boquete;88.8
Waghäusel;-85.7
Hénin-Beaumont;-84.4
Maraial;29.0
Marcianise;98.0
Rijkevorsel;49.7
Sora;13.9
Dhanaura;-31.7
Narsampet;-22.0
Apac;86.3
Jiji;-34.6
Hancha;-22.2
Jataí;80.7
Ādaži;-24.5
Bāft;70.3
Möng Tun;-4.6
Guéné;-16.3
Comallo;-34.4
Büdelsdorf;-11.5
Amatenango del Valle;3.6
Eunice;25.6
Booneville;0.4
Paese;-50.6
Roth;60.9
Bismarck;5.3
Katakwi;32.6
Sondrio;-57.3
Palermo;-59.0
Ozëry;34.7
Ambohitoaka;19.6
Poblacion;47.0
Salanso;48.9
Gaobeidian;43.5
Laranjeiras;-32.5
Umga;69.8
Shādegān;-27.9
Marolinta;37.8
Bilbays;-53.8
Aulnoye-Aymeries;95.7
Coruche;-38.4
Bully-les-Mines;-45.3
Zirāpur;-22.0
Famagusta;-83.8
Cihanbeyli;94.1
Clark;25.3
Moḩammad Shahr;83.7
Lüdenscheid;-18.0
Ilovaisk;-45.9
Karrāpur;-10.2
Szentes;-45.0
Wayland;74.1
Amjhera;77.6
La Chapelle-Saint-Luc;85.1
Tiszaföldvár;20.6
Lempdes;-29.6
Samarinda;96.6
Nāri Bhadaun;-59.9
Sedriano;-14.4
Subic;-49.8
Sarpsborg;-66.3
Yulee;-4.8
Landecy;-13.5
Kurşunlu;13.5
Charqueada;-43.6
Vyazma;-89.5
Newton Aycliffe;27.2
Paduma;12.8
Qinzhou;26.8
Jāzān;-50.3
Rozzano;-79.0
Aladağ;-82.5
Polzela;-14.0
Malabo;86.1
Maasin;56.1
Murrells Inlet;-87.8
Otradnoye;-44.7
Lidköping;31.7
Namacunde;70.0
Koforidua;-10.4
Izium;-87.0
Seneffe;-75.0
Veppattūr;78.2
Lāila;37.3
Goito;5.0
Turlock;-23.1
Puxinanã;28.0
Aruppukkottai;97.8
Canalete;18.6
Kostanjevica na Krki;-36.1
Šalčininkai;-88.7
Ōi;-81.0
Cotia;-12.9
Tanjungpandan;-66.2
Riolândia;-85.6
Redentora;14.7
La Garde;96.8
N’Gaous;-99.2
Erada;-58.0
Kāla Diāra;30.7
Zhongzai;69.8
State College;50.0
Bamber Bridge;72.4
Nerópolis;28.4
Mamakating;85.1
Atimonan;-38.7
Radoviš;37.9
Nainpur;-77.3
Reinbek;94.3
Kasrāwad;55.0
Presidencia Roque Sáenz Peña;-55.5
Volvera;29.2
Oued Amlil;29.7
Merelbeke;94.2
Studeničani;-75.2
Füssen;55.6
Camrose;62.2
El Charco;94.7
Sant’Agata di Militello;80.3
Qincun;40.6
Amolatar;-12.2
Havelock;-96.5
Botolan;-6.6
Blackpool;15.6
Rovigo;78.9
Ajnāla;-13.5
Bardejov;4.0
Pavittiram;-40.1
Bālasamudram;57.3
Stadthagen;-89.8
Pingshang;-95.2
Santa Cruz de la Palma;-53.9
Bungotakada;39.7
Villa Riva;89.9
Brody;-53.0
Saray;-93.7
Jataí;-28.1
Mabéhiri;-53.8
Lomas de Zamora;43.8
Parthenay;-49.2
Castelló de Ampurias;27.3
Podkamennaya Tunguska;-4.6
Ban Tat;-22.2
Guntūr;35.2
Embarcación;66.9
Löhne;98.4
Kumārapālaiyam;85.8
Aperibé;82.0
Buxtehude;-30.7
Sulingen;-37.1
Landskrona;99.3
Roseaux;24.4
Byatarayanpur;76.4
Pālamedu;-61.9
Guilford;11.6
Circleville;67.5
Rio Casca;-98.2
Pihānī;99.6
Tillmans Corner;-72.7
Saint Helens;10.3
Prien am Chiemsee;-91.2
Blue Island;-50.3
Marton;-87.6
Mahikeng;-99.4
Sa‘ādat Shahr;-28.9
Pirajuí;87.5
Mexicaltzingo;-64.9
Columbus;-97.6
Hatten;-19.4
Paramoti;-86.3
Sucupira do Norte;4.1
Dimasalang;5.6
Yarīm;4.2
Do’stlik Shahri;-19.4
Recke;-39.4
Brent;-16.6
Jāzān;68.3
Hedongcun;-69.2
Kamuli;1.0
Pikine;-31.8
Blue Island;80.5
České Budějovice;-73.4
Cunco;57.5
Coweta;21.2
Podenzano;92.3
Götzis;-40.7
New Brunswick;47.7
Zaṟah Sharan;-37.2
Velingrad;-17.6
Oulad Hamdane;94.1
New Garden;36.1
Yby Yaú;27.6
Hlukhiv;-64.2
Aprilia;-50.9
Adjahomé;68.4
Itajuípe;-53.9
Yelets;39.5
Sun Prairie;66.6
Verona;21.0
Bujari;52.9
Billerbeck;91.1
Hardās Bigha;-47.7
Shāhkot;55.8
Ribeirão Bonito;67.0
Ban Kaeng;-82.6
Paikpar;76.9
Miami Beach;3.8
Iju;-70.5
Hohenmölsen;-51.3
Sānchi;87.8
Edgemere;-30.3
Quilenda;-11.9
Büdelsdorf;-34.6
Castel Maggiore;67.0
Vāyalpād;-30.7
Granadilla de Abona;-98.5
Volokolamsk;-79.8
Novalukoml;-25.0
Sayanogorsk;-25.5
Kampli;-44.5
Plains;98.4
Dudhpura;45.9
Turvo;7.3
Sambhu Chak;64.2
Eugenópolis;23.0
Allouez;-65.2
Bandar ‘Abbās;44.5
Gokāk;-81.5
Pedra;-72.3
Boizenburg;-32.6
Manaoag;5.4
Fort Stewart;-15.0
Kuala Kurun;34.0
Babahoyo;-93.2
Moyuta;56.0
Pinole;53.6
Carregal do Sal;16.1
